Title,Detailed Job URL,Job Details,Job Requirements
"Packaging Designer
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/packaging-designer.35BDE3CB.html,"['Work with customers, factories and our colleague about the packaging work.', 'Design, adjust and complete the packaging design as requirement from customers, factories and our company.', 'Phối hợp với khách hàng, nhà máy & và cấp trên để giải quyết các công việc liên quan đến bao bì sản phẩm.', 'Thiết kế, Chỉnh sửa, hoàn thiện mẫu thiết kế đáp ứng yêu cầu của khách hàng và Ban lãnh đạo.']","['Men under 27 years-old.', 'Fresh graduated with major in graphic design.', 'Can use Photoshop, CorelDRAW, AI..', 'No experience required, job will be trained by your leader at the beginning.', 'Ability to communicate in English is an advantage.', 'Net salary from 10 -15 millions.', 'Government insurance, PIT will be paid by our company.', 'The 13th month’s salary and other benefits as company’s policy.', 'Nam dưới 27 tuổi.', 'Tốt nghiệp chuyên ngành thiết kế đồ họa.', 'Có thể sử dụng các phần mềm phục vụ công việc như : Photoshop, CorelDRAW, AI..', 'Không yêu cầu kinh nghiệm.', 'Giao tiếp được tiếng Anh là một lợi thế.', 'Mức lương : 10 -15 triệu', 'Các khoản BHXH, BHYT, BHTN, thuế TNCN sẽ được công ty chi trả.', 'Lương tháng 13, khám sức khỏe định kỳ mỗi năm & các phúc lợi khác theo chính sách của công ty.']"
"Kỹ Thuật Sofa
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/ky-thuat-sofa.35BDE3AE.html,[],[]
"GAME DESIGNER - LẬP KẾ HOẠCH CHO GAME
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/game-designer-lap-ke-hoach-cho-game.35BDE3AD.html,[],[]
"Kỹ sư QE
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/ky-su-qe.35BDE3AA.html,[],[]
"Trưởng Phòng Điều Phối Tổng Hợp
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/truong-phong-dieu-phoi-tong-hop.35BDE3A7.html,[],[]
"Key Account Manager - Quản Lý Dự Án - ĐI LÀM NGAY
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/key-account-manager-quan-ly-du-an-di-lam-ngay.35BDE3A5.html,"['Find potential projects, sell products to key accounts and maintain good relationships with them.', 'Coordinate with other departments to best serve customers.', 'Propose products and selling policies for those customers', 'Collect and report competitors activities in the assigned territories.', 'Achieve committed sales targets including revenue, expenses, account receivables, new customers acquisitions, and customers retention', 'Propose initiatives to improve sales performance', 'Periodically report to Sales Manager']","['BA in economics, commerce, business management, marketing.', 'Excellent communication skill', 'Excellent selling skill', 'Very good at networking skill', 'Excellent problem solving skill', 'Good negotiation skill', 'Good at documentation', 'Good at MS Office', 'Good command of English (be able to communicate fluently/ effectively in English)', 'High ego and energy', 'Extrovert, socialized, and doable person', 'Aggressive and self starter, able to work under high pressure', 'Confident, cheerful, trustworthy, professional looking', 'Experience in selling B2B', 'Experience in industry of domestic/small electric appliances', 'Experience with HORECA/F&B channels is a plus']"
"99026 - Key Account Assistant Manager (MT Channel) - Electronics
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/99026-key-account-assistant-manager-mt-channel-electronics.35BDE39E.html,[],[]
"Kỹ sư Quản Lý Dự Án (Kết Cấu Thép)
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/ky-su-quan-ly-du-an-ket-cau-thep.35BDE39B.html,"['Lập kế hoạch về vật tư, chi tiết shop, sản xuất và giao hàng đến công trình.', 'Theo dõi kế hoạch thực hiện các công việc liên quan đến thầu phụ.', 'Theo dõi tình trạng bản vẽ trình, bản vẽ shop', 'Phát hành bản vẽ được duyệt cho bộ phận detail để thực hiện bản vẽ shop (Áp dụng cho trường hợp thiết kế từ khách hàng)', 'Theo dõi tình trạng duyệt mẫu và mua sắm vật tư.', 'Theo dõi kế hoạch sản xuất, giao hàng cho công trình.', 'Báo cáo định kỳ công tác thực hiện dự án và các vướng mắc.', 'Ban hành và theo dõi lệnh sản xuất', 'Tổng hợp và theo dõi tình trạng hồ sơ thanh toán.', 'Thông báo và báo cáo hoàn thành kế hoạch sản xuất và giao hàng.']","['Tốt nghiệp Cao đẳng trở lên\xa0chuyên ngành Xây dựng, Cơ khí.', 'Kinh nghiệm: 3 năm trở lên làm việc trong lĩnh vực xây dựng hoặc kết cấu thép.', 'Tiếng Anh giao tiếp.', 'Kỹ năng tin học: MS Office, AutoCad.', 'Ưu tiên có kinh nghiệm về kết cấu thép.']"
"Nhân Viên Quản Trị Website
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-quan-tri-website.35BDE3A2.html,[],[]
"Sales Admin
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/sales-admin.35BDE399.html,[],[]
"NHÂN VIÊN PHÁT TRIỂN DỰ ÁN
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-phat-trien-du-an.35BDE3A1.html,[],[]
"Nhân viên bán hàng thu ngân
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-ban-hang-thu-ngan.35BDE39F.html,"['Đảm bảo quá trình thanh toán của khách hàng được đúng và chính xác với số liệu trên máy bán hàng.', 'Lập và theo dõi sổ nhật ký hàng ngày của bộ phận thu ngân, báo cáo tiền quỹ theo mẫu báo cáo của bộ phận Kế toán.', 'Định kỳ kiểm kê theo ngày/tháng đồ dùng (giấy in, bút, mực máy in,...) và đặt hàng với bộ phận Kế toán.', 'Đảm bảo quầy thu ngân luôn sạch sẽ, gọn gàng, máy móc hoạt động tốt.', 'Sắp xếp đơn hàng và phối hợp với shipper để giao hàng cho khách đúng giờ.', 'Phối hợp với các bộ phận khác như Barista và Bếp để làm việc hiệu quả', 'Tư vấn, nhận đơn hàng của khách hàng online qua facebook (sẽ được training quy trình và kiến thức bán hàng)']","['Thành thạo máy tính, có thể gõ máy tính và thao tác nhanh', 'Đã từng có kinh nghiệm bán hàng online qua Facebook là lợi thế', 'Có khả năng làm việc tập trung cao trong cường độ cao khi đông khách, có kỹ năng sắp xếp công việc']"
"Nhân Viên Kinh Doanh
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh.35BDE394.html,[],[]
"[TAM SON] HCM - Beauty Advisor (Hermes Beauty)
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/tam-son-hcm-beauty-advisor-hermes-beauty.35BDE39A.html,"['Responsible for the daily store operations./ Chịu trách nhiệm về các hoạt động hàng ngày của cửa hàng', 'Provides excellent customer service and maintains a pleasant shopping environment consistent with our brand image./ Cung cấp dịch vụ chăm sóc khách hàng tốt và duy trì môi trường mua sắm dễ chịu phù hợp với hình ảnh thương hiệu của chúng tôi.', 'Calls on current and potential customers to establish and maintain client relationship./ Kêu gọi khách hàng hiện tại và tiềm năng để thiết lập và duy trì mối quan hệ với khách hàng', 'Keep customers informed on new products or services, changes, etc./ Thông báo cho khách hàng về sản phẩm hoặc dịch vụ mới và các thay đổi, v.v', 'Identifies and handles client enquiries and concerns./ Xác định và xử lý các thắc mắc và mối quan tâm của khách hàng', 'Executes sales plans and participates in marketing events and promotion programs./ Thực hiện các kế hoặc bán hàng và tham gia vào các hoạt động marketing và các chương trình khuyến mãi', 'Communicates feedback gathered through in-store activities to store management./ Truyền đạt các phản hồi của khách hàng thông qua các hoạt động của cửa hàng cho quản lý cửa hàng', 'Keeps records and reports on sales activities./ Lưu giữ hồ sơ và báo cáo về các hoạt động bán hàng']","['At least 2\xa0years of relevant experience in high-end cosmetics./\xa0Ít nhất 1-2\xa0năm kinh nghiệm làm việc liên quan mỹ phẩm/ nước hoa\xa0cao cấp.', 'Passion in retail industry with good selling skills./\xa0Có đam mê với ngành bán lẻ với kỹ năng bán hàng tốt', 'Have Makeup Artist certification/ Makeup skill\xa0is an advantage./ Có chứng chỉ về makeup hoặc kỹ năng make up là một lợi thế.', 'Likes cosmetics/ perrfume\xa0and appreciates quality products./\xa0Yêu thích mỹ phẩm/ nước hoa\xa0và các sản phẩm chất lượng', 'Fluent in English. Chinese, French or Japanese is a plus./\xa0Thành thạo tiếng anh. Tiếng trung, tiếng pháp hoặc tiếng nhật là một lợi thế', 'Must be a good team player, pleasant, service oriented with good communication skills./\xa0Có định hướng về chăm sóc khách hàng với kỹ năng giao tiếp tốt', 'Basic computer skills./\xa0Kỹ năng máy tính cơ bản']"
"Sales Excutive
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/sales-excutive.35BDE38E.html,[],[]
"NHÂN VIÊN THU MUA/ CUNG ỨNG/ĐIỀU ĐỘ SẢN XUẤT /KẾ HOẠCH
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-thu-mua-cung-ung-dieu-do-san-xuat-ke-hoach.35BDE393.html,[],[]
"Nhân viên bảo vệ
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-bao-ve.35BDE391.html,"['Tiếp nhận và giữ xe', 'Kiểm tra, giám sát, đảm bảo an toàn và an ninh cho khu vực được giao phó', 'Giữ gìn và bảo vệ tài sản của tập thể và cá nhân, Công ty', 'Hỗ trợ các bộ phận khác trong công ty', 'Thực hiện các công việc khác theo yêu cầu của Ban lãnh đạo (nếu có)']","['Có tinh thần trách nhiệm cao, cẩn thận, an toàn', 'Kinh nghiệm làm bảo vệ là lợi thế', 'Độ tuổi: từ 43 đến 47 tuổi', 'Lý lịch rõ ràng', 'Sức khỏe tốt', 'Khả năng giao tiếp tốt, thân thiện', 'Không có hình xăm']"
"DIỄN HỌA 3D
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/dien-hoa-3d.35BDE390.html,[],[]
"CHUYÊN VIÊN R&D - DƯỢC MỸ PHẨM
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-r-d-duoc-my-pham.35BDE38D.html,"['Lên mục tiêu cho các dự án nghiên cứu phát triển sản phẩm mới của Công ty theo yêu cầu từ Ban lãnh đạo', 'Phối hợp với phòng R&D của các đối tác nhà máy sản xuất dược mỹ phẩm, test mẫu, chất lượng, mùi hương, kết cấu… Và đề xuất phương án cho trưởng phòng R&D', 'Xây dựng công thức sản phẩm, thử nghiệm công thức tại phòng Lab của công ty.', 'Nghiên cứu phân tích sản phẩm đối thủ cạnh tranh trong ngành, xu hướng ngành', 'Phối hợp với các phòng ban liên quan (bộ phận sản xuất, kinh doanh, Marketing) trong sản xuất và việc phát triển, thử nghiệm sản phẩm mới.', 'Nghiên cứu và cải tiến các sản phẩm hiện có', 'Tìm hiểu, nghiên cứu, tổng hợp các thông tin cần thiết cho nghiên cứu và phát triển sản phẩm, các dự án sản phẩm mới hoặc theo yêu cầu khác.', 'Chuẩn bị tài liệu khoa học chứng minh các claims về giá trị được đưa lên nhãn sản phẩm.', 'Thực hiện các công việc khác theo yêu cầu của cấp trên', 'Thu nhập = Lương cứng (17 - 23tr) + Thưởng + Phụ cấp (Có thể đề xuất mức lương mong muốn dựa theo năng lực)', 'Thời gian thử việc 1 tháng, nhận 85% lương cứng trong thời gian thử việc', 'BHXH sau thử việc, hỗ trợ ăn sáng, gửi xe miễn phí', 'Thang thăng tiến theo năng lực, xét thăng cấp nâng lương 1 năm 1 một lần.', 'Tự do trong trang phục, không bắt buộc mặc phong cách công sở', 'Được thoải mái đề xuất ý kiến, mong muốn, ý tưởng trong công việc và môi trường làm việc', 'Được làm việc trong môi trường trẻ trung, năng động cùng các bạn GenZ', 'Được du lịch, teamwork hàng năm, liên hoan, sinh nhật hàng tháng cùng công ty', 'Không gian làm việc thoải mái, năng động, trà bánh miễn phí cho nhân viên.']","['Nữ > 23 tuổi. Ưu tiên 1985 đến 1997', 'Tốt nghiệp Cao đẳng, Đại học trở lên ngành Dược, y sinh, y tế, kỹ thuật hóa học..hoặc các ngành liên quan.', 'Kinh nghiệm 5 năm làm việc ở vị trí tương đương tại các công ty dược mỹ phẩm, dược phẩm.', 'Sử dụng Anh ngữ ở mức độ giao tiếp, đọc hiểu các tài liệu chuyên ngành.', 'Sử dụng thành thạo vi tính văn phòng (word, excel, powerpoint), Internet.', 'Giao tiếp trình bày rõ ràng.', 'Kỹ năng phân tích vấn đề, quản lý công việc và thời gian.', 'Có khả năng phân tích, nắm bắt nhu cầu thị trường', 'Trung thực, có tinh thần trách nhiệm, chủ động trong công việc, chịu được áp lực công việc.']"
"Designer
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/designer.35BDE37E.html,"['Trực tiếp thiết kế các hạng mục cho Marketing campaign (banner, social post, email,...)', 'Website (thiết kế và phối hợp với coder)', 'Packaging (thiết kế và chỉnh sửa)', 'Phối hợp cùng Marketing ở các bước execution', 'Quản lý chất lượng in ấn của sản phẩm cuối', 'Quản lý, lưu trữ các file tài liệu thiết kế theo chuẩn']","['Máy tính cá nhân với cấu hình đáp ứng được công việc thiết kế (ram từ 16GB trở lên)', 'Có kinh nghiệm làm việc trong ngành F&B là lợi thế', 'Tinh thần sáng tạo và thẩm mỹ,\xa0học hỏi chủ động']"
"Chuyên Viên Tư Vấn Chuyển Đổi Visa Úc
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-tu-van-chuyen-doi-visa-uc.35BDE389.html,"['Tìm hiểu về tình hình cụ thể của từng khách hàng, bao gồm tình trạng hiện tại của visa và mục tiêu gia hạn/chuyển đổi visa của khách hàng để Tư vấn cho khách hàng về các loại visa phù hợp với nhu cầu của họ;', 'Cung cấp thông tin chi tiết về các loại visa Úc và điều kiện cần thiết để chuyển đổi hoặc gia hạn visa;', 'Đại diện cho khách hàng trong các cuộc phỏng vấn với Cơ quan Di trú Úc (DIBP);', 'Giải đáp thắc mắc của khách hàng về các vấn đề liên quan;', 'Hướng dẫn khách hàng trong việc thu thập và chuẩn bị Hồ sơ cần thiết cho quá trình chuyển đổi hoặc gia hạn visa;', 'Kiểm tra và đảm bảo rằng tất cả các giấy tờ và thông tin liên quan đều đầy đủ và phù hợp với quy định của Cơ quan Di trú Úc;', 'Theo dõi tiến trình xử lý visa và giải quyết mọi vấn đề phát sinh trong quá trình này;', 'Nắm rõ các thay đổi trong luật di trú và quy định về visa Úc để có thể cung cấp thông tin cập nhật cho khách hàng;', 'Đảm bảo tuân thủ các quy định mới và hiện hành trong việc chuyển đổi hoặc gia hạn visa;', 'Bảo vệ thông tin cá nhân và tài liệu của khách hàng theo quy định về bảo mật và quyền riêng tư;', 'Tuân thủ tất cả các quy định và quy tắc chuyên ngành liên quan đến việc tư vấn về visa.']","['Nam/nữ, tuổi dưới 35;', 'Trình độ cao đẳng trở lên', 'IELTS từ 6.5 trở lên;', 'Kiến thức sâu về luật di trú và quy định visa Úc;', 'Ưu tiên đã từng sinh sống và học tập tại Úc;', 'Tư cách đạo đức tốt;', 'Kỹ năng soạn thảo văn bản và trình bày tốt;', 'Kỹ năng tư vấn, giao tiếp và và xử lý phát sinh tốt;', 'Tính kiên nhẫn và sự tỉ mỉ trong việc làm việc với tài liệu và thủ tục phức tạp;', 'Hiểu biết về quy định về bảo mật và quyền riêng tư.']"
"Nhân Viên Hành Chính Lễ Tân
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-hanh-chinh-le-tan.35BDE361.html,"['Quản trị văn phòng: Lễ tân VP, mua sắm văn phòng phẩm, nước uống, các đồ dùng cho văn phòng; nhận và thực hiện gửi chuyển phát nhanh, làm việc với các đối tác về các dịch vụ thuê ngoài khác; thanh toán các chi phí hành chính văn phòng, chi phí thuê ngoài, các chi phí phúc lợi cho CBNV khi phát sinh.', 'Công chứng hồ sơ pháp lý theo yêu cầu công việc và yêu cầu từ các phòng/ban.', 'Chăm sóc ban thờ hàng ngày.', 'Điều xe, phân công nhiệm vụ lái xe đưa đón Bác sỹ, CBNV theo nhu cầu. Liên hệ với hải quan khi bác sỹ nhập cảnh.', 'Đặt vé, đặt phòng cho Ban TGĐ, CBNV, bác sỹ khi công tác.', 'Soạn thảo & ban hàn các văn bản Quyết định, thông báo, tờ trình & các văn bản hành chính theo yêu cầu.', 'Đăng ký các Chương trình khuyến mại theo quy định', 'Thực hiện các thủ tục xin visa Xuất nhập cảnh cho ban TGĐ và CBNV khi có nhu cầu - Quản lý tài sản văn phòng', 'Quản lý phòng họp và theo dõi Lịch sử dụng phòng họp; hỗ trợ set up máy móc cần thiết cho buổi họp', 'Quản lý Hồ sơ lưu trữ thuộc lĩnh vực hành chính', 'Quản lý bảo vệ, tạp vụ, lái xe', 'Tham gia tổ chức sự kiện Công ty', 'Thực hiện các công việc ngoại giao với các bộ/ban/ngành đảm bảo cho các hoạt động của công ty.', 'Các nhiệm vụ khác do Trưởng phòng, Ban TGĐ giao cho.']","['Nữ, 24-28 tuổi, yêu thích ngành làm đẹp', 'Tốt nghiệp đại học chuyên ngành: quản trị hành chính, văn thư lưu trữ, luật', 'Có ít nhất 2 năm kinh nghiệm, ưu tiên có kinh nghiệm trong lĩnh vực y tế, làm đẹp, mỹ phẩm, thực phẩm chức năng là một lợi thế.', 'Ngoại hình khá, giọng nói chuẩn.', 'Giao tiếp tốt, tinh tế trong ứng xử; chăm chỉ, trách nhiệm, trung thực, nhanh nhẹn', 'Lương thỏa thuận, tùy năng lực từ 7-8tr.', 'Được hưởng đầy đủ quyền lợi của người lao động theo luật hiện hành (Bảo hiểm xã hội, Bảo hiểm y tế, bảo hiểm thất nghiệp).', 'Được hưởng chế độ nghỉ mát; thưởng lễ,tết; thưởng theo hiệu quả công việc.', 'Môi trường làm việc năng động, thân thiện. Có cơ hội làm việc với nhiều đối tác lớn, uy tín.', 'Có cơ hội thăng tiến.']"
"Engineering Admin/Nhân Viên Hành Chánh Bộ Phận Kỹ Thuật
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/engineering-admin-nhan-vien-hanh-chanh-bo-phan-ky-thuat.35BDE365.html,[],[]
"Nhân viên kỹ thuật xe nâng
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-ky-thuat-xe-nang.35BDE323.html,"['Quản lý trực tiếp công việc kỹ thuật phần cơ khí, máy và bảo dưỡng cho toàn bộ trang thiết bị, máy móc trong công ty.', 'Nắm vững các quy trình kỹ thuật và hướng dẫn các bộ phận liên quan sử dụng trang thiết bị đúng quy cách và hiệu quả.', 'Nắm vững số lượng, chủng loại, tính năng kỹ thuật của các trang thiết bị, quy trình bảo dưỡng, sửa chữa trang thiết bị chuyên dụng ở bãi.', 'Đề xuất giải pháp cải tiến kỹ thuật nhằm mang lại hiệu quả cao trong quá trình hoạt động.', 'Phối hợp với các bộ phận để đảm bảo công việc được nhanh chóng, thuận lợi.', 'Kiểm tra, theo dõi các hệ thống kỹ thuật của tất cả các xe trong bãi.', 'Hướng dẫn và cùng với nhân viên kỹ thuật khắc phục các sự cố kỹ thuật của xe khi có phát sinh, kịp thời và báo cáo kết quả thực hiện lên Ban giám đốc.', 'Tuân thủ nội quy, quy định của công ty, nội quy an toàn PCCC, 5S.', 'Sửa chữa xe khi phát hiện hư hỏng, hoặc đề xuất phương án sửa chữa thay thế khi hư hỏng lớn.', 'Kiểm tra vật tư thay thế, vật tư nhập kho.']","['Trình độ học vấn: Cao đẳng, Đại học trở lên.', 'Trình độ vi tính: Sử dụng thành thạo tin học văn phòng.', 'Trình độ Anh ngữ: Trình độ B trở lên.', 'Kinh nghiệm: Có ít nhất 03 năm kinh nghiệm tại vị trí tương đương.', 'Độ tuổi: Tuổi từ 28 trở lên.', 'Có kinh nghiệm về khai thác Container, hãng tàu, chuỗi cung ứng.', 'Có kỹ năng tốt về công tác Quản trị nhân sự.']"
"Human Resources and Administration Manager -  Trưởng Phòng Hành Chánh Nhân Sự
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/human-resources-and-administration-manager-truong-phong-hanh-chanh-nhan-su.35BDE362.html,[],[]
"Senior Account Manager (IT Solution - Oracle NetSuite)
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/senior-account-manager-it-solution-oracle-netsuite.35BDE360.html,"['Develop the market: Execute sales strategies and achieve established quota in the assigned territory by identifying and closing business opportunities through territory management, target account prospecting and profiling.', 'Build the relationship with customers: - Own the services relationship and is responsible for understanding the customers’ business needs and direction in order to help them quantify and achieve their business objectives;- Owns the territories services pipeline and is responsible for both prospecting and closing services opportunities;- Maintain effective relationships with established customers and develop strategies to maximize services depth and revenue opportunities;', 'Selling: Responsible for Oracle Netsuite full services by thoroughly assessing the customers’ needs and presenting appropriate services solutions;', 'Maintain a thorough knowledge of Gimasys and Partner’s products and technology, as well as industry trends;- Proactively maintain strong relationships with Sales team members and other Units in Gimasys (e.g. for cross-selling)- Reporting of activities, including weekly and monthly sales forecasts, the status of the pipeline and results of prospecting activities;- Supporting managerial, strategic and marketing activities of the Cloud sales in the South']","['Bachelor’s Degree in Business Administration is preferred; BS / MBA degree preferred', '3 year experience in ERP, finance \xa0Solution Selling techniques with an emphasis on strong account and territory management;', 'Ability to build relationships and quickly develop trust with C-level executives;', 'Strong presentation, communication, organization, multitasking, and time management skills;', 'Entrepreneurial mindset being able to put yourself in the customer’s shoes and driving continuous improvement and optimization', 'Ability to build relationships and lead consulting engagements through incisive questioning, clear communication and a professional trust building manner; strong relationships with a diverse set of internal and external constituencies including senior level executives, legal, technical, finance, support, sales and marketing experts', 'Demonstrated ability to manage difficult situations (technical + interpersonal) routinely sought after to address extremely complex, critical customer issues']"
"Giám đốc sản xuất
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/giam-doc-san-xuat.35BDE2BF.html,[],[]
"QA Department _ Phòng Chất Lượng
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/qa-department-_-phong-chat-luong.35BDE35F.html,"['Ensuring that quality management  meets the requirements of international quality  standards  and continuously improving the company’s quality.', 'Developing corrective actions for all nonconformities to monitor and record  verification results.', 'Establishing the effective quality management system to achieve quality goals.', 'Carrying out inspections and tests in accordance with the inspection instructions and Quality Control Plans.']","[""At least 2 years' experience in the quality engineer position."", 'Experience in electronic product assemblies and IPC-A-610 Standard.', 'Preferable having good understanding of surface mount technology (SMT) and wave soldering.', 'Familiar with the ISO9001 and ISO13485 Standards.', 'Ability to work independently, analyze and handling quality problems.']"
"Chuyên gia Phát triển bền vững
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/chuyen-gia-phat-trien-ben-vung.35BDE359.html,[],[]
"Content Marketing (Anh ngữ Ms Hoa)
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/content-marketing-anh-ngu-ms-hoa.35BDE35B.html,[],[]
"TRƯỞNG TRUNG TÂM - (CENTER LEADER)
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/truong-trung-tam-center-leader.35BDE35D.html,[],[]
"Giám đốc Sản xuất
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/giam-doc-san-xuat.35BDE35C.html,[],[]
"Chuyên Viên Tư Vấn  (Education Consultant) - Thủ Đức
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-tu-van-education-consultant-thu-duc.35BDE358.html,"['Tìm kiếm khách hàng qua kênh telesales', 'Khai thác, chăm sóc nguồn khách hàng mới thông qua các hoạt động tư vấn, thuyết phục khách hàng đăng kí trải nghiệm các khoá học, sản phẩm, dịch vụ tiện ích tại các trung tâm.', 'Giải đáp thắc mắc cho khách hàng về các chương trình đào tạo.', 'Hoạch định kế hoạch cho khách hàng về các khóa học phù hợp với nhu cầu và tài chính', 'Hỗ trợ khách hàng trong việc thi xếp lớp và ghi danh cho học viên', 'Chăm sóc và hỗ trợ khách hàng', 'Phối hợp với Bộ phận Marketing làm các chương trình PR, các sự kiện, nghiên cứu và phân tích thị trường theo sự phân công để thiết lập dữ liệu khách hàng tiềm năng', 'Theo dõi và cập nhật tiến độ học tập của học sinh tới phụ huynh.', 'Trao đổi với phụ huynh về học phí và kết quả học tập của học sinh', 'Nhận phản hồi hoặc khiếu nại và giải quyết', 'Duy trì tỷ lệ học sinh nghỉ học thấp nhất mỗi tháng bằng cách giải quyết phản hồi của phụ huynh, gia hạn hợp đồng, nhận giới thiệu', 'Trao đổi với nhóm Học thuật về các tình hình học sinh, tình hình lớp học, ...', 'Thông báo cho phụ huynh nếu có bất kỳ thông báo nào, thay đổi mới đối với lớp học, giáo viên, …', 'Các nhiệm vụ khác do Giám đốc Trung tâm giao.', 'Thu nhập trung bình từ 10.000.000 đến 20.000.000 triệu đồng/ tháng.', 'Lương tháng 13', 'Được tham gia đóng BHXH theo quy định của pháp luật và theo quy định của công ty', 'Được đào tạo về sản phẩm, kỹ năng chuyên môn nghiệp vụ ngành kinh doanh.', 'Được làm việc trong môi trưởng năng động, chuyên nghiệp; có cơ hội phát triển bản thân và thăng tiến lên vị trí cấp quản lý (Công ty đang mở rộng thêm nhiều chi nhánh)']",[]
"Giám sát Bán hàng kênh Truyền thống
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/giam-sat-ban-hang-kenh-truyen-thong.35BDE356.html,"['Duy trì và phát triển hệ thống phân phối', 'Thực hiện mục tiêu bán hàng và chạy các chương trình khuyến mãi, đảm bảo chỉ tiêu về doanh số tháng/quý/năm', 'Quản lý tình hình bán hàng, sản lượng, doanh số. Tìm hiểu, phân tích nguyên nhân khi có biến động doanh số tăng/giảm đột biến', 'Thu thập, tổng hợp, phân tích, đánh giá thông tin thị trường, thị hiếu khách hàng, thông tin về đối thủ cạnh tranh và đưa ra đề xuất, kiến nghị để đạt mục tiêu bán hàng', 'Giám sát và đào tạo đội ngũ bán hàng', 'Duy trì mối quan hệ tốt với các nhà bán lẻ', 'Cập nhật thông tin thị trường: Đánh giá khách hàng tiềm năng và tình hình biến động của thị trường tại khu vực được phân bổ', 'Đảm bảo Nhà Phân phối thực hiện đúng quy định, đạt yêu cầu các kế hoạch, báo cáo, cập nhật, lưu trữ thông tin của Công Ty']","['Độ tuổi từ 23 - 32', 'Tốt nghiệp chuyên ngành Quản trị kinh doanh/ Ngoại thương/ Kinh tế hoặc tương tự', 'Có kinh nghiệm từ 1-2 năm ở vị trí công việc tương đương (kênh FMCG - GT/HORECA)', 'Có khả năng đào tạo bán hàng cho nhân viên', 'Có kinh nghiệm quản lý đội ngũ bán hàng, triển khai chương trình, đảm bảo doanh số bán', 'Nhanh nhẹn, trung thực, năng động, cầu tiến, có trách nhiệm trong công việc.']"
